Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise Yüksek kaliteli peelter kadın yazlık u yaka altı şortlu elbise, modern tasarım ve konforlu kullanım için ideal. Güvenli alışveriş, hızlı kargo ve müşteri memnuniyeti garantisi ile sunulmaktadır.","Marka Bilinmiyor","Moda","Giyim","peelter, kadın, yazlık, yaka, altı, şortlu, elbise, lacivert, bordo, siyah, kahverengi, mavi-beyaz, cok-renkli, bej, #f27a1a, xs, s, m, l, xl","TRUE","Renk","Lacivert","Beden","XS",,,"944009367-lacivert-xs","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert XS","FALSE","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise Yüksek kaliteli peelter kadın yazlık u yaka altı şortlu elbise, modern tasarım ve konforlu kullanım için ideal. G","Apparel & Accessories","Unisex","Adult","944009367-lacivert-xs","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert XS - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert XS - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","Lacivert","Beden","S",,,"944009367-lacivert-s","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert S","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-lacivert-s","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert S - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert S - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","Lacivert","Beden","M",,,"944009367-lacivert-m","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert M","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-lacivert-m","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert M - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert M - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","Lacivert","Beden","L",,,"944009367-lacivert-l","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert L","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-lacivert-l","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert L - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert L - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","Lacivert","Beden","XL",,,"944009367-lacivert-xl","300","shopify","10","deny","manual","659.989",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert XL","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-lacivert-xl","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert XL - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - Lacivert XL - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","bordo","Beden","XS",,,"944009367-bordo-xs","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo XS","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-bordo-xs","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo XS - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo XS - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","bordo","Beden","S",,,"944009367-bordo-s","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo S","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-bordo-s","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo S - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo S - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","bordo","Beden","M",,,"944009367-bordo-m","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo M","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-bordo-m","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo M - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo M - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","bordo","Beden","L",,,"944009367-bordo-l","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo L","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-bordo-l","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo L - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo L - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","bordo","Beden","XL",,,"944009367-bordo-xl","300","shopify","10","deny","manual","659.989",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo XL","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-bordo-xl","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo XL - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - bordo XL - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","siyah","Beden","XS",,,"944009367-siyah-xs","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - siyah XS","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-siyah-xs","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - siyah XS - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - siyah XS - Görsel 3",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,"Marka Bilinmiyor","Moda","Giyim",,"TRUE","Renk","siyah","Beden","S",,,"944009367-siyah-s","300","shopify","10","deny","manual","599.99",,"TRUE","TRUE",,"https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","1","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - siyah S","FALSE",,,"Apparel & Accessories","Unisex","Adult","944009367-siyah-s","new","TRUE","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org_zoom.jpg","g",,,"TRUE",,,"TRUE",,,"active"
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org_zoom.jpg","2","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - siyah S - Görsel 2",,,,,,,,,,,,,,,,,,,,
"peelter-kadn-yazlk-u-yaka-alt-ortlu-elbise",,,,,,,,,,,,,,,,,,,,,,,,,"https://cdn.dsmcdn.com/ty1656/prod/QC/20250331/23/bda58f6d-dca0-3abb-b024-8d86712d7447/1_org_zoom.jpg","3","peelter Kadın Yazlık U Yaka Altı Şortlu Elbise - siyah S - Görsel 3",,,,,,,,,,,,,,,,,,,,
